"account_id","customer_id","tenure_months","num_referrals","has_internet_service","internet_type","has_unlimited_data","has_phone_service","has_multiple_lines","has_premium_tech_support","has_online_security","has_online_backup","has_device_protection","contract_type","paperless_billing","payment_method"
"UYXV-EKZVN","2650-GYRYL",33,6,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"UYYN-GDJUL","8033-ATFAS",39,4,"Yes","Cable","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"UYZH-KVZQX","4628-CTTLA",57,0,"Yes","DSL","No","No","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"UYZK-IFJMF","1567-DSCIC",8,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"UZCB-TLVYN","7088-FBAWU",17,8,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","No","Credit Card"
"UZFW-KLQKT","0980-PVMRC",40,0,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"UZIO-BKPCS","9481-SFCQY",14,0,"Yes","DSL","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"UZJL-PHYRJ","8246-SHFGA",17,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"UZKF-VUEWF","4661-NJEUX",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"UZMO-VACQR","4753-PADAS",67,2,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"UZOL-IAIRS","2162-FRZAA",63,7,"Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","Two Year","No","Bank Withdrawal"
"UZPJ-BUXGH","2706-QZIHY",15,9,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"UZUY-HXBSS","3312-UUMZW",32,3,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"UZZD-VFEKZ","2050-ONYDQ",65,7,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"UZZH-ZLYFY","8873-TMKGR",29,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"VAAL-TMEET","7661-CPURM",19,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","One Year","Yes","Credit Card"
"VABB-LODUJ","8857-CUPFQ",63,9,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VACO-XKKRD","0089-IIQKO",39,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"VADX-UPOIG","4323-OHFOW",70,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"VAFI-QJJSG","4581-SSPWD",3,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VAFW-ZOPSD","0743-HNPFG",51,2,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","One Year","Yes","Credit Card"
"VAHI-POBHQ","8992-JQYUN",1,1,"Yes","DSL","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VAHN-THXYF","2146-EGVDT",59,3,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VAJL-HUTAK","6905-NIQIN",1,0,"Yes","DSL","Yes","Yes","No","No","No","Yes","No","Month-to-Month","No","Credit Card"
"VAKC-QKQGZ","7739-LAXOG",32,1,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VAKJ-XICAZ","4717-GHADL",50,0,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","No","Two Year","Yes","Mailed Check"
"VANY-HTNLG","7421-ZLUPA",8,0,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"VAPD-AYQUB","0531-ZZJWQ",55,6,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"VAPT-SORJR","4503-BDXBD",11,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VAQY-DNIUU","0114-RSRRW",10,9,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VARL-RNKOM","1699-TLDLZ",16,10,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VATO-VUUKO","7945-PRBVF",35,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"VAVC-CAPAL","2040-XBAVJ",72,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"VAXB-EXBZV","3884-HCSWG",17,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VBCL-FIIWV","7869-ZYDST",31,0,"Yes","Cable","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VBCU-XPBLT","7526-IVLYU",3,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VBDK-MRCIK","0929-HYQEW",3,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Credit Card"
"VBMV-IXBIP","3452-SRFEG",49,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VBNF-VEYKL","5928-QLDHB",9,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VBQB-KVTLC","5680-LQOGP",68,0,"Yes","Cable","No","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"VBRE-TEPHT","5542-NKVRU",42,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"VBRO-NXGVX","9076-AXYIK",64,2,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","No","Bank Withdrawal"
"VBZX-GFXWY","9364-YKUVW",15,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"VCCK-UQSJD","5057-LCOUI",39,0,"Yes","DSL","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VCDL-SHQAU","9386-LDCZR",43,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card"
"VCFT-JVTKE","9430-FRQOC",4,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Mailed Check"
"VCGU-PTUBR","1934-SJVJK",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VCGV-DFVNU","8884-FEEWR",35,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"VCMG-DYQDQ","8713-IGZSO",2,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"VCMK-QEULT","6712-OAWRH",26,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VCNB-OXDQC","3717-FDJFU",5,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VCOJ-VWZED","5961-VUSRV",12,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"VCOX-QKTEE","3511-BFTJW",72,8,"Yes","DSL","Yes","No","No","No","Yes","Yes","Yes","Two Year","No","Credit Card"
"VCPT-HIDCC","1302-TPUBN",66,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"VCSP-IVEUY","6828-HMKWP",12,3,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"VCVA-LBUMT","1635-FJFCC",5,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VCWZ-VXICN","3006-XIMLN",2,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VCZK-WREXC","7450-NWRTR",12,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VDAS-TZCQG","2251-PYLPB",72,3,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"VDDH-KHURI","7190-XHTWJ",38,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Mailed Check"
"VDEI-DOESE","3645-DEYGF",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VDHB-JPPOI","4390-KYULV",3,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VDHC-XASHQ","0409-WTMPL",58,8,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card"
"VDIJ-WJFXL","5442-BXVND",33,2,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VDJC-KFEBL","1174-FGIFN",28,7,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","One Year","Yes","Bank Withdrawal"
"VDJO-YHBIM","5640-CAXOA",30,0,"Yes","Cable","Yes","No","No","Yes","No","No","No","One Year","Yes","Credit Card"
"VDMQ-LXGUV","0379-DJQHR",67,1,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","Two Year","No","Credit Card"
"VDOG-ZUEGL","1231-YNDEK",58,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"VDQC-JRFZZ","4558-FANTW",17,1,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"VDRN-RBBTI","1135-HIORI",64,3,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"VDZH-GPFLE","3720-DBRWL",51,5,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"VEDP-QKOAX","1971-DTCZB",72,6,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VEEP-OBIRW","2338-BQEZT",55,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Credit Card"
"VEFD-BBOYW","9640-ZSLDC",53,3,"Yes","DSL","Yes","Yes","No","No","No","No","Yes","One Year","No","Credit Card"
"VEIV-WNDMJ","9018-PCIOK",55,0,"Yes","Cable","Yes","Yes","No","No","No","Yes","Yes","Two Year","Yes","Mailed Check"
"VEMC-BYXJD","2194-IIQOF",71,7,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"VEPQ-IAKVG","9494-MRNYX",10,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VERC-CEXKB","5515-RUGKN",8,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VEVK-QMVYS","6711-VTNRE",36,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VFBE-VIJWU","8495-PRWFH",42,0,"Yes","Cable","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"VFEK-IMGAQ","7508-SMHXL",15,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","One Year","No","Credit Card"
"VFLE-RTUFA","0423-UDIJQ",9,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","Two Year","No","Mailed Check"
"VFPY-LMJRB","2969-QWUBZ",2,0,"Yes","Cable","Yes","No","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VFRC-GMEJZ","4859-ZSRDZ",58,1,"Yes","Cable","Yes","No","No","Yes","No","No","Yes","Two Year","Yes","Credit Card"
"VFSB-LHHUK","8007-YYPWD",15,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"VFTJ-QZHXT","6839-ITVZJ",26,1,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VFUN-NFDPJ","0003-MKNFE",9,0,"Yes","Cable","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"VGFK-QXJDR","8069-RHUXK",67,5,"Yes","Cable","Yes","No","No","Yes","Yes","No","No","Two Year","No","Credit Card"
"VGGK-HXLNH","9019-QVLZD",1,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VGJR-SKLNC","6952-OMNWB",68,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Credit Card"
"VGJS-DMXAI","6230-BSUXY",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VGKF-HFZNA","5626-MGTUK",20,0,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VGKO-RFPHZ","2873-ZLIWT",40,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VGLD-TDWVJ","1596-BBVTG",35,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"VGMW-YEDCB","0430-IHCDJ",15,0,"Yes","DSL","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VGNS-DVTWY","6650-BWFRT",72,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"VGOS-SLALA","1663-MHLHE",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VGRF-EDDXX","2192-OZITF",45,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","Two Year","No","Credit Card"
"VGTY-UJVBN","1559-DTODC",19,0,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VGYI-QPGSF","4712-AUQZO",18,0,"Yes","DSL","Yes","No","No","No","Yes","No","Yes","Month-to-Month","No","Credit Card"
"VHAU-VLQXN","1984-FCOWB",70,1,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"VHBF-BGWSY","7101-HRBLJ",72,9,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VHIE-HSJEI","8626-XHBIE",56,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Credit Card"
"VHJI-SMSUR","2342-CKIAO",2,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VHOM-LWEWR","2511-ALLCS",35,5,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"VHOY-HAOWX","9850-OWRHQ",3,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VHUJ-LULHD","3882-IYOIJ",60,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"VHYX-ZNBLG","9611-CTWIH",3,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VHZJ-NALOK","4227-OJHAL",68,8,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card"
"VIBE-HGKMX","4570-QHXHL",9,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VIBL-KXJXB","2202-OUTMO",34,5,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VICQ-FSMEX","3629-WEAAM",8,0,"Yes","DSL","No","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Mailed Check"
"VIFJ-YRINC","0310-MVLET",61,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VIFN-FDAUW","9754-CLVZW",26,4,"Yes","Cable","No","No","No","Yes","Yes","Yes","No","Month-to-Month","No","Credit Card"
"VIFW-UEVRK","7964-YESJC",24,6,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card"
"VIIQ-JGHDB","6257-RJOHI",4,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"VIKD-WEYLK","2292-XQWSV",40,3,"Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","One Year","No","Credit Card"
"VINA-AMJJR","8910-ICHIU",46,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","One Year","Yes","Credit Card"
"VIPI-SBATX","5014-GSOUQ",13,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VIQE-XKJSY","6686-YPGHK",47,0,"Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","Month-to-Month","No","Credit Card"
"VISA-HQLKD","5198-EFNBM",57,10,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"VIUF-KKMMA","9838-BFCQT",72,2,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"VIUK-HILKE","3308-JSGML",59,3,"Yes","Cable","Yes","No","No","Yes","Yes","No","Yes","Two Year","Yes","Credit Card"
"VIZA-ALKSW","8745-PVESG",57,0,"Yes","DSL","Yes","No","No","Yes","Yes","No","Yes","One Year","Yes","Credit Card"
"VJEV-VTHNP","5546-QUERU",13,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"VJHD-HSYHJ","5644-PDMZC",2,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VJHD-RVLYJ","8417-FMLZI",6,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"VJJS-GUTYA","9732-EQMWY",49,1,"Yes","Fiber Optic","No","Yes","No","No","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"VJJV-LNUXC","9443-JUBUO",72,9,"Yes","DSL","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"VJLJ-KNJUG","8257-RZAHR",14,1,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VJLU-WWZLL","8972-HJWNV",7,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VJMG-LKOJN","2294-SALNE",23,2,"Yes","Fiber Optic","No","Yes","No","Yes","No","Yes","Yes","One Year","No","Credit Card"
"VJMQ-AXLYZ","8947-YRTDV",32,1,"Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","One Year","No","Credit Card"
"VJOI-OGMLO","0396-UKGAI",23,0,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VJOU-MLOYU","9779-DPNEJ",22,5,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VJRM-IYCTV","3230-WYKIR",18,0,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Credit Card"
"VJSX-WRKMY","5073-WXOYN",60,0,"Yes","Cable","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VJWH-QGCKI","5351-QESIO",1,0,"Yes","Cable","Yes","No","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"VJZF-LXUDG","1608-GMEWB",45,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"VKAM-XOJBU","0295-QVKPB",5,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card"
"VKAO-OGERT","4452-ROHMO",15,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VKEI-LOUWE","8241-JUIQO",61,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"VKFV-VFFAK","1735-XMJVH",8,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"VKLP-OULWQ","5696-QURRL",1,0,"Yes","DSL","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VKOZ-UYZRB","3774-VBNXY",64,1,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VKPX-MVNBC","9938-TKDGL",68,9,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Two Year","Yes","Bank Withdrawal"
"VKQY-TUFRU","5575-GNVDE",34,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","Yes","One Year","No","Mailed Check"
"VKYW-ZLCKD","2027-WKXMW",63,10,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VLBU-IQLTI","6847-KJLTS",58,8,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VLCJ-RWQFD","1530-ZTDOZ",49,6,"Yes","Cable","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"VLIT-IDRBA","7666-WKRON",39,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"VLJS-DTHWW","5129-JLPIS",25,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VLJV-KZBJE","4931-TRZWN",13,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VLLA-WOJKW","6616-AALSR",65,5,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","Yes","Two Year","Yes","Credit Card"
"VLNF-TTUJK","3707-LRWZD",32,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","One Year","No","Bank Withdrawal"
"VLNW-UPOFB","6473-ULUHT",16,5,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VLOR-IXSBK","6181-AXXYF",72,3,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"VLQX-BANHR","4184-VODJZ",63,4,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","One Year","Yes","Bank Withdrawal"
"VLVL-VHOFJ","8158-WPEZG",11,0,"Yes","DSL","Yes","No","No","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VMAU-RLFDC","2856-HYAPG",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VMHB-YBYKJ","8665-UTDHZ",1,1,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VMPV-TGKRD","7520-HQWJU",66,6,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VMQO-DBFYR","0895-UADGO",8,0,"Yes","Cable","Yes","No","No","Yes","Yes","No","No","Two Year","Yes","Mailed Check"
"VMSC-PMRRO","9972-NKTFD",28,0,"Yes","Cable","Yes","Yes","No","Yes","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VMXC-OUZPW","5160-UXJED",17,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","One Year","No","Credit Card"
"VMYL-WEBIK","7730-CLDSV",72,6,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VNDV-LNMPO","7657-DYEPJ",38,0,"Yes","Cable","Yes","Yes","No","Yes","No","Yes","Yes","One Year","Yes","Credit Card"
"VNGN-YGZDN","9710-NJERN",39,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Mailed Check"
"VNGV-XKKPS","2817-NTQDO",13,0,"Yes","DSL","Yes","No","No","Yes","Yes","No","No","Month-to-Month","Yes","Credit Card"
"VNJJ-WIXVU","4291-HYEBC",28,2,"Yes","DSL","Yes","No","No","No","No","Yes","No","One Year","Yes","Bank Withdrawal"
"VNLX-ARHIW","7760-OYPDY",2,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VNSP-YCNVF","0489-WMEMG",23,0,"Yes","Cable","Yes","Yes","No","Yes","No","No","No","One Year","Yes","Bank Withdrawal"
"VNSY-PMJGV","7278-CKDNC",24,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"VNTH-PKPWE","4658-HCOHW",21,1,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VNUJ-QRWSF","7711-YIJWC",61,3,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"VNUT-XWMZX","6655-LHBYW",50,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card"
"VOAA-RUQIS","4111-BNXIF",67,1,"Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VOAC-QSDER","0011-IGKFF",13,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VOAL-USXHE","5505-OVWQW",17,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Mailed Check"
"VOAS-QMOTT","7055-HNEOJ",3,2,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Mailed Check"
"VOCM-KTOLJ","5060-TQUQN",30,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VOCN-AUHIV","7932-WPTDS",1,1,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VOEB-HYOCP","5954-BDFSG",72,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Credit Card"
"VOGE-NKCWS","4808-YNLEU",35,1,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","One Year","Yes","Bank Withdrawal"
"VOJV-INXZX","2073-QBVBI",41,10,"Yes","Cable","Yes","No","No","Yes","No","Yes","No","One Year","No","Credit Card"
"VOLQ-UMKNS","8570-KLJYJ",36,0,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","One Year","No","Credit Card"
"VOMT-QXPPQ","5712-PTIWW",2,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VONX-SEZVU","9294-TDIPC",5,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VOOM-BZQGP","4143-HHPMK",52,0,"Yes","Fiber Optic","No","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
