"account_id","avg_long_distance_fee_monthly","total_long_distance_fee","avg_gb_download_monthly","stream_tv","stream_movie","stream_music","total_monthly_fee","total_charges_quarter","total_refunds"
"VJOU-MLOYU",33.46,736.12,29,"No","Yes","Yes",80.15,1790.65,0.0
"VJRM-IYCTV",12.5,225.0,5,"Yes","Yes","Yes",82.0,1425.45,0.0
"VJSX-WRKMY",0.0,0.0,5,"Yes","Yes","Yes",50.8,3027.4,0.0
"VJWH-QGCKI",0.0,0.0,17,"No","No","No",24.2,24.2,0.0
"VJZF-LXUDG",15.65,704.25,18,"Yes","Yes","No",93.9,4200.25,0.0
"VKAM-XOJBU",13.96,69.8,5,"Yes","No","No",63.95,318.1,0.0
"VKAO-OGERT",39.49,592.35,0,"No","No","No",19.6,331.6,0.0
"VKEI-LOUWE",25.91,1580.51,0,"No","No","No",19.45,1336.35,0.0
"VKFV-VFFAK",34.87,278.96,0,"No","No","No",19.35,152.6,0.0
"VKLP-OULWQ",13.84,13.84,26,"No","No","No",45.05,45.05,0.0
"VKOZ-UYZRB",36.24,2319.36,0,"No","No","No",20.2,1277.75,0.0
"VKPX-MVNBC",38.75,2635.0,28,"Yes","Yes","Yes",99.55,6668.0,0.0
"VKQY-TUFRU",17.09,581.06,16,"No","No","No",56.95,1889.5,0.0
"VKYW-ZLCKD",20.37,1283.31,26,"Yes","Yes","Yes",108.75,6871.7,0.0
"VLBU-IQLTI",47.34,2745.72,28,"Yes","Yes","Yes",100.4,5749.8,0.0
"VLCJ-RWQFD",0.0,0.0,11,"Yes","No","No",40.65,2070.75,0.0
"VLIT-IDRBA",24.45,953.55,27,"No","No","No",80.45,3201.55,0.0
"VLJS-DTHWW",10.4,260.0,48,"Yes","Yes","Yes",105.5,2686.05,0.0
"VLJV-KZBJE",10.66,138.58,5,"Yes","Yes","Yes",71.95,923.85,10.47
"VLLA-WOJKW",13.17,856.05,59,"Yes","Yes","Yes",104.3,6725.3,0.0
"VLNF-TTUJK",40.26,1288.32,14,"Yes","No","No",84.05,2781.85,0.0
"VLNW-UPOFB",9.16,146.56,59,"Yes","Yes","Yes",84.9,1398.25,0.0
"VLOR-IXSBK",47.69,3433.68,0,"No","No","No",24.75,1859.1,0.0
"VLQX-BANHR",48.62,3063.06,28,"No","Yes","Yes",91.35,5764.7,18.78
"VLVL-VHOFJ",0.0,0.0,73,"No","No","No",35.65,425.1,0.0
"VMAU-RLFDC",12.4,12.4,28,"No","No","No",68.65,68.65,0.0
"VMHB-YBYKJ",0.0,0.0,58,"No","No","No",30.2,30.2,0.0
"VMPV-TGKRD",23.2,1531.2,59,"No","No","No",67.45,4508.65,41.67
"VMQO-DBFYR",0.0,0.0,4,"No","Yes","Yes",44.55,343.45,0.0
"VMSC-PMRRO",25.59,716.52,7,"No","No","No",54.65,1517.5,0.0
"VMXC-OUZPW",13.02,221.34,73,"No","No","No",44.6,681.4,0.0
"VMYL-WEBIK",35.21,2535.12,10,"No","Yes","Yes",98.65,7129.45,0.0
"VNDV-LNMPO",5.75,218.5,30,"Yes","No","No",70.15,2497.35,0.0
"VNGN-YGZDN",1.57,61.23,0,"No","No","No",20.15,826.0,25.92
"VNGV-XKKPS",0.0,0.0,17,"Yes","No","No",45.55,597.0,0.0
"VNJJ-WIXVU",0.0,0.0,21,"No","Yes","Yes",39.1,1096.6,0.0
"VNLX-ARHIW",5.85,11.7,19,"Yes","No","No",80.65,144.15,0.0
"VNSP-YCNVF",25.85,594.55,53,"No","No","No",49.45,1119.35,0.0
"VNSY-PMJGV",46.13,1107.12,23,"No","No","No",80.5,2088.45,0.0
"VNTH-PKPWE",16.67,350.07,3,"Yes","Yes","Yes",102.8,2110.15,0.0
"VNUJ-QRWSF",12.72,775.92,48,"Yes","Yes","Yes",84.9,5264.5,0.0
"VNUT-XWMZX",19.8,990.0,21,"Yes","Yes","Yes",114.35,5791.1,0.0
"VOAA-RUQIS",0.0,0.0,52,"Yes","Yes","Yes",59.55,4103.9,0.0
"VOAC-QSDER",27.82,361.66,4,"Yes","Yes","No",98.0,1237.85,0.0
"VOAL-USXHE",4.38,74.46,0,"No","No","No",20.15,353.65,0.0
"VOAS-QMOTT",4.19,12.57,6,"No","No","No",55.8,154.55,0.0
"VOCM-KTOLJ",10.24,307.2,48,"No","No","Yes",83.55,2570.2,0.0
"VOCN-AUHIV",0.0,0.0,19,"No","No","No",24.8,24.8,0.0
"VOEB-HYOCP",9.47,681.84,21,"Yes","Yes","Yes",107.5,7853.7,0.0
"VOGE-NKCWS",24.53,858.55,30,"Yes","No","No",62.15,2215.45,0.0
"VOJV-INXZX",0.0,0.0,17,"No","No","No",35.45,1391.65,0.0
"VOLQ-UMKNS",25.95,934.2,21,"No","No","No",54.45,1893.5,0.0
"VOMT-QXPPQ",16.14,32.28,2,"No","No","No",79.85,152.45,0.0
"VONX-SEZVU",12.22,61.1,0,"No","No","No",20.2,83.75,0.0
"VOOM-BZQGP",48.13,2502.76,12,"No","Yes","Yes",85.35,4338.6,0.0
"VOPS-MPWUJ",40.67,122.01,58,"No","No","No",80.1,217.55,0.0
"VORJ-LNSNP",29.24,292.4,85,"No","No","Yes",74.15,811.8,0.0
"VOSE-ZAOIL",35.45,673.55,0,"No","No","No",20.5,398.55,24.07
"VOUG-JSKTT",0.0,0.0,13,"No","Yes","Yes",40.05,162.45,0.0
"VOVJ-DEOJD",7.11,440.82,16,"Yes","Yes","Yes",103.75,6383.35,0.0
"VOXB-TZBMJ",29.55,1536.6,0,"No","No","No",24.55,1331.05,0.0
"VOZG-XAHIN",33.79,371.69,23,"No","No","No",75.25,888.65,0.0
"VPAY-PSVRO",7.74,270.9,0,"No","No","No",19.15,638.0,0.0
"VPCD-MYYMA",9.61,19.22,0,"No","No","No",19.65,38.8,0.0
"VPHH-RLTCK",13.76,564.16,11,"Yes","No","No",70.2,2894.55,0.0
"VPIM-EXMJC",47.81,2533.93,59,"No","No","No",62.85,3419.5,0.0
"VPWB-YFKWN",45.16,361.28,15,"Yes","Yes","No",105.5,829.55,0.0
"VPXV-EOQDB",42.95,901.95,30,"No","Yes","No",64.95,1339.8,0.0
"VPYG-UFFZC",45.59,364.72,8,"Yes","No","No",87.05,762.1,0.0
"VQIN-HEKBO",7.62,106.68,3,"No","Yes","Yes",89.65,1208.35,0.0
"VQJW-OMEPP",19.58,1194.38,22,"Yes","Yes","Yes",88.65,5321.25,0.0
"VQNJ-SSTIS",40.47,2387.73,4,"Yes","Yes","Yes",109.15,6557.75,0.0
"VQOQ-MVEAE",18.95,947.5,0,"No","No","No",20.15,970.85,0.0
"VQPA-PTOYK",0.0,0.0,14,"No","No","No",35.15,1051.05,0.0
"VQPX-MXIRD",45.06,1667.22,82,"Yes","Yes","Yes",100.3,3541.4,0.0
"VQYD-TCCGV",49.81,996.2,4,"No","No","No",50.0,1003.05,2.81
"VRHS-WNMAE",38.78,659.26,59,"Yes","No","No",106.65,1672.1,0.0
"VRHU-NVAAL",0.0,0.0,47,"No","No","No",40.3,1794.8,0.0
"VRKI-HUOPL",47.82,3443.04,21,"Yes","Yes","Yes",115.55,8425.3,0.0
"VRNO-BMJQX",0.0,0.0,9,"Yes","Yes","No",53.5,3517.9,0.0
"VROS-CIJGJ",21.71,1454.57,30,"Yes","Yes","Yes",111.3,7567.2,36.66
"VRQH-RLSOM",11.63,767.58,5,"Yes","Yes","No",102.85,6976.75,0.0
"VRQT-UBXNB",27.88,27.88,0,"No","No","No",19.65,19.65,0.0
"VRQW-FQQMA",7.86,78.6,0,"No","No","No",19.95,219.5,0.0
"VRSU-NROBY",40.96,450.56,52,"No","Yes","Yes",64.05,733.95,0.0
"VRSY-BOHUA",37.84,2497.44,17,"No","No","No",74.25,4859.25,0.0
"VRTY-APKMW",0.0,0.0,27,"Yes","Yes","Yes",49.65,2409.9,0.0
"VRVK-UXVUH",24.08,1685.6,46,"Yes","Yes","Yes",80.15,5600.15,0.0
"VSNG-FECTN",9.19,64.33,0,"No","No","No",19.4,168.65,0.0
"VSOM-PFLJM",46.87,3234.03,11,"Yes","Yes","Yes",95.65,6744.2,0.0
"VSPX-DLBHZ",16.57,546.81,30,"Yes","Yes","Yes",100.0,3320.6,0.0
"VSQR-NMFQC",22.08,927.36,26,"No","No","No",59.65,2536.55,0.0
"VSTC-ZZHRZ",28.92,202.44,16,"Yes","No","No",79.7,586.05,0.0
"VSTJ-IULSI",0.0,0.0,59,"Yes","Yes","Yes",62.15,3778.85,0.0
"VSZV-QCBIY",12.92,206.72,12,"Yes","No","No",81.0,1312.15,0.0
"VTFI-TIOOT",46.79,327.53,25,"No","No","No",74.9,541.15,0.0
"VTIW-LVMUI",20.23,20.23,17,"Yes","Yes","Yes",100.25,100.25,0.0
"VTKZ-DEEMS",47.82,191.28,13,"No","No","No",74.35,265.35,0.0
"VTOK-KYBMR",0.0,0.0,11,"Yes","Yes","No",54.6,1803.7,0.0
"VTPV-HKTCC",3.72,212.04,11,"Yes","Yes","Yes",100.75,5985.0,0.0
"VTQK-MAHTC",36.94,332.46,16,"Yes","Yes","Yes",101.5,906.85,0.0
"VTUV-NBJEM",32.62,65.24,2,"No","No","No",69.3,153.8,0.0
"VUBP-METKK",27.65,1520.75,26,"No","Yes","Yes",64.2,3627.3,0.0
"VUDA-AUKVK",0.0,0.0,52,"No","No","No",34.95,610.2,0.0
"VUDY-XCFRW",43.48,43.48,16,"No","No","No",60.0,60.0,0.0
"VUEG-XUIEH",15.5,93.0,0,"No","No","No",19.65,100.9,0.0
"VUGJ-UXWYT",47.05,2775.95,24,"Yes","Yes","Yes",90.3,5194.05,0.0
"VUJU-UHSSG",32.38,2266.6,53,"Yes","No","No",97.55,6669.05,0.0
"VULQ-VILZZ",36.41,2002.55,14,"No","No","No",55.7,3131.8,34.16
"VULY-NJOGP",2.63,71.01,59,"No","No","No",56.2,1567.55,0.0
"VUOF-RKJAP",4.48,201.6,51,"No","No","No",87.25,3941.7,0.0
"VURD-YCRJZ",23.92,1650.48,42,"Yes","Yes","Yes",110.5,7455.45,0.0
"VUWE-ZGNGL",29.66,1008.44,29,"Yes","No","No",85.2,2874.45,0.0
"VUWS-NAWEW",33.84,1759.68,5,"No","No","No",57.95,3042.25,0.0
"VVAP-IFMLI",1.63,24.45,11,"No","No","No",55.2,864.55,0.0
"VVBD-JNASN",37.68,37.68,26,"No","No","No",70.65,70.65,0.0
"VVGK-QBBSJ",2.98,140.06,7,"Yes","Yes","Yes",99.7,4747.2,0.0
"VVHA-HCWRZ",34.28,34.28,0,"No","No","No",19.7,19.7,0.0
"VVKU-FPZZF",42.22,886.62,29,"No","Yes","Yes",86.5,1808.7,0.0
"VVLC-VJLUH",10.4,540.8,85,"Yes","Yes","Yes",75.4,3865.45,0.0
"VVLH-DJILF",13.51,135.1,14,"No","No","No",46.0,492.1,0.0
"VVLQ-OYTFR",17.89,1288.08,19,"No","Yes","Yes",107.45,7658.3,0.0
"VVLT-NLNUQ",44.01,924.21,0,"No","No","No",19.95,416.4,0.0
"VVSB-OCRBU",31.25,1343.75,20,"Yes","Yes","No",101.0,4388.4,0.0
"VVTO-AENNH",31.13,2179.1,16,"Yes","No","No",95.0,6602.9,0.0
"VVTQ-UUOTY",27.97,643.31,51,"Yes","Yes","Yes",91.1,2198.3,0.0
"VWES-HMEQV",16.48,148.32,12,"No","No","No",74.75,706.6,0.0
"VWIC-MKSVZ",48.63,2723.28,0,"No","No","No",21.2,1238.65,0.0
"VWMR-HZABU",26.84,1422.52,12,"Yes","Yes","Yes",85.7,4616.1,0.0
"VWOA-LPPEY",22.22,1333.2,16,"No","No","No",61.35,3766.2,0.0
"VWRH-TFITH",24.16,918.08,0,"No","No","No",19.6,717.3,0.0
"VWSG-UDKLA",5.0,55.0,23,"No","Yes","Yes",64.9,697.25,0.0
"VWVQ-KNXPC",2.15,79.55,0,"No","No","No",20.35,697.65,45.07
"VWZE-DXTGD",33.5,134.0,27,"No","No","No",70.9,273.0,8.74
"VXBG-MMUPW",25.62,25.62,0,"No","No","No",19.3,19.3,0.0
"VXDC-ADYVA",6.0,132.0,8,"No","Yes","Yes",89.05,1886.25,0.0
"VXHJ-PGLBF",1.81,3.62,0,"No","No","No",20.05,33.7,0.0
"VXLL-EEHTP",2.69,72.63,15,"No","No","No",49.0,1291.35,0.0
"VXRS-OQAIK",49.37,1629.21,0,"No","No","No",20.1,620.55,0.0
"VXSN-IFZJV",39.34,1219.54,41,"Yes","Yes","Yes",81.15,2545.75,0.0
"VYJS-BSIOO",0.0,0.0,21,"No","No","No",34.0,1505.35,49.22
"VYRA-MADFH",0.0,0.0,85,"Yes","Yes","Yes",66.8,4689.15,0.0
"VYSQ-ZZZRT",23.43,515.46,22,"No","No","No",81.7,1820.9,29.88
"VYVI-PYCGD",34.66,1455.72,0,"No","No","No",19.05,761.85,0.0
"VYWV-PPPKA",10.81,21.62,13,"No","No","No",45.4,80.95,0.0
"VYXY-VAIRR",25.68,616.32,6,"Yes","Yes","Yes",99.65,2404.85,0.0
"VYZH-AABJS",32.77,622.63,4,"Yes","Yes","Yes",95.9,1777.9,0.0
"VZAR-AFFPZ",27.54,165.24,0,"No","No","No",18.95,110.15,0.0
"VZBI-CINBJ",17.51,315.18,30,"No","No","No",57.65,992.7,0.0
"VZCE-VETOO",13.86,554.4,75,"Yes","Yes","Yes",74.55,3015.75,0.0
"VZCH-AGDMA",25.77,25.77,5,"No","No","No",49.05,49.05,0.0
"VZDT-TDBNG",33.87,101.61,0,"No","No","No",26.4,121.25,0.0
"VZEU-EUZLG",24.57,737.1,0,"No","No","No",19.7,625.05,0.0
"VZFG-MTAJL",40.22,563.08,19,"No","Yes","Yes",80.9,1152.8,0.0
"VZOP-SAMEF",43.06,172.24,46,"No","Yes","Yes",79.9,324.3,0.0
"VZOV-YJPGR",46.12,1337.48,0,"No","No","No",19.8,572.2,0.0
"VZPZ-QYYSG",30.67,950.77,59,"No","Yes","Yes",59.7,1825.5,0.0
"VZRR-MPSLQ",12.97,726.32,28,"Yes","Yes","Yes",88.9,4968.0,0.0
"VZRV-LEHZU",15.6,171.6,4,"No","No","No",76.5,837.95,0.0
"VZSA-YPMYD",7.67,506.22,69,"No","Yes","Yes",63.85,4264.6,0.0
"VZUP-DUJEX",31.69,1679.57,16,"Yes","No","No",69.7,3729.6,0.0
"WAGE-YVPCT",32.43,1037.76,19,"No","Yes","Yes",76.3,2404.15,0.0
"WAGL-NKEUO",8.66,8.66,0,"No","No","No",19.3,19.3,0.0
"WALJ-FFNXU",24.13,1640.84,24,"No","Yes","No",89.6,6127.6,0.0
"WAWD-IXGTH",18.03,1099.83,22,"Yes","Yes","Yes",103.3,6518.35,0.0
"WAWG-CHCOK",16.99,16.99,8,"No","No","No",49.5,49.5,0.0
"WAXV-ALNOM",7.31,36.55,18,"No","No","No",49.2,216.9,0.0
"WAYP-YLORL",0.0,0.0,41,"No","No","No",29.9,92.25,0.0
"WBEK-BCZPZ",6.33,196.23,11,"No","Yes","Yes",89.9,2806.9,41.18
"WBEZ-ZCQVF",5.98,143.52,0,"No","No","No",20.45,527.35,0.0
"WBIM-NIWAZ",9.13,127.82,12,"Yes","No","No",91.65,1301.0,0.0
"WBJU-LDOXA",34.59,242.13,12,"No","No","No",74.9,490.55,0.0
"WBMM-VQNMC",1.67,5.01,19,"No","No","No",69.55,200.2,33.8
"WBMS-RDIGZ",0.0,0.0,30,"Yes","No","No",44.85,2479.05,0.0
"WBOE-PLZRS",17.33,519.9,13,"No","Yes","Yes",70.25,2198.9,0.0
"WBRR-FNPDO",13.39,468.65,20,"Yes","Yes","Yes",73.45,2661.1,0.0
"WBWL-CROAM",32.07,320.7,22,"Yes","Yes","Yes",102.1,1068.85,0.0
"WBZQ-CNPBJ",49.6,49.6,13,"No","No","No",70.85,70.85,0.0
"WCAM-CQZHF",41.22,288.54,73,"No","No","No",69.2,477.55,0.0
"WCBN-PNZUX",15.74,78.7,28,"No","Yes","Yes",89.15,413.25,0.0
"WCEW-YATLU",0.0,0.0,16,"No","No","No",35.4,1412.4,0.0
"WCEZ-VHGUA",20.15,785.85,21,"Yes","Yes","Yes",101.25,3949.15,0.0
"WCFK-ANDWQ",49.3,1183.2,20,"No","No","No",80.25,1861.5,0.0
"WCGS-UNNXD",44.0,3168.0,20,"No","Yes","Yes",84.5,6130.85,0.0
"WCMP-QXJNO",4.01,256.64,71,"Yes","Yes","Yes",108.5,6880.85,0.0
"WCNS-DXDUJ",41.79,794.01,6,"No","Yes","Yes",65.35,1231.85,0.0
"WCQW-MYPNQ",16.92,1218.24,19,"Yes","Yes","Yes",111.65,8022.85,0.0
"WCVE-ISMZB",23.72,71.16,17,"Yes","No","No",80.7,239.45,0.0
"WCWP-CAVEW",33.09,2283.21,0,"No","No","No",24.45,1718.2,0.0
"WDHB-WZOLZ",37.36,373.6,28,"Yes","Yes","Yes",98.7,973.25,0.0
"WDIB-STUGX",18.85,1074.45,24,"No","No","No",59.3,3274.35,0.0
"WDKG-RQQBJ",29.01,319.11,0,"No","No","No",19.25,180.3,0.0
"WDKL-CSAWC",10.67,192.06,0,"No","No","No",19.55,389.25,0.0
"WDLA-TQDNU",13.4,13.4,17,"No","No","No",44.0,44.0,0.0
"WDOP-ZKYTM",10.21,459.45,11,"Yes","No","No",81.3,3541.1,0.0
"WDOX-XIOZV",9.4,667.4,10,"No","No","No",76.05,5436.45,0.0
"WDPN-ZQPMD",17.94,17.94,0,"No","No","No",19.55,19.55,0.0
"WDQL-XDMNV",14.3,57.2,2,"No","No","No",80.6,319.15,0.0
"WDUX-UHYRV",27.49,1704.38,3,"No","Yes","Yes",89.8,5629.55,0.0
"WDVU-YZJDT",17.12,445.12,17,"No","Yes","No",60.7,1597.4,0.0
"WDXI-TWEHX",27.64,1160.88,0,"No","No","No",25.05,949.85,0.0
"WDYY-FBZCO",41.71,2961.41,20,"Yes","Yes","Yes",90.55,6239.05,0.0
"WECP-QXRPE",18.57,352.83,0,"No","No","No",20.25,383.65,0.0
"WEID-VNMAI",3.55,81.65,4,"Yes","No","No",90.05,2169.8,27.38
"WEPH-KNXOG",14.18,765.72,25,"Yes","Yes","Yes",74.55,4191.45,0.0
"WEPW-SKTNK",5.02,5.02,0,"No","No","No",19.1,19.1,0.0
"WEQO-NPHVA",30.14,1808.4,0,"No","No","No",19.95,1258.15,0.0
"WEWU-NNICK",30.36,819.72,0,"No","No","No",19.15,537.35,0.0
"WEXH-CYMUG",39.0,2028.0,11,"Yes","Yes","No",104.45,5481.25,0.0
"WEZE-CJNKT",11.56,762.96,30,"No","No","No",54.8,3465.7,0.0
"WFBP-DFWTZ",30.91,340.01,0,"No","No","No",23.15,245.2,0.0
"WFCF-IJYRB",34.96,1678.08,0,"No","No","No",25.05,1171.5,16.38
"WFCT-CLYCC",28.54,1997.8,0,"No","No","No",24.25,1724.15,0.0
"WFDX-VWBYR",31.72,317.2,23,"No","No","No",70.3,738.2,0.0
"WFMH-ZYAYT",20.11,1327.26,25,"Yes","Yes","Yes",109.25,7082.5,0.0
"WFOA-HCTKE",22.03,220.3,19,"No","No","No",70.1,659.65,34.69
"WFOL-QNNMR",35.25,35.25,30,"No","No","No",74.9,74.9,0.0
"WFPR-ROVWO",32.94,1745.82,17,"No","Yes","Yes",97.75,5043.2,0.0
"WFSJ-XQKMZ",20.5,41.0,51,"No","No","No",76.4,151.8,0.0
"WFXD-BJCHM",0.0,0.0,13,"No","Yes","Yes",44.95,3085.35,0.0
"WFZS-TKDWQ",16.94,542.08,0,"No","No","No",20.5,696.8,0.0
"WGAG-USQJK",11.4,763.8,27,"Yes","No","No",94.1,6302.8,0.0
"WGAO-UNTSJ",3.26,84.76,6,"Yes","No","No",59.45,1507.0,0.0
"WGFJ-OPGCS",44.01,2904.66,17,"Yes","No","No",70.85,4738.85,0.0
"WGHS-SZCWZ",20.16,80.64,0,"No","No","No",19.0,78.9,0.0
"WGOR-TYXQW",25.13,251.3,30,"No","No","No",75.3,720.45,0.0
"WGWW-KMFHH",6.94,458.04,23,"Yes","Yes","Yes",108.1,7181.95,0.0
"WHAR-AGOSD",21.29,1532.88,52,"Yes","Yes","Yes",116.6,8337.45,26.7
"WHCW-IHTGT",14.54,741.54,0,"No","No","No",19.95,1028.75,0.0
"WHEX-CCCVD",17.7,70.8,22,"No","Yes","Yes",55.9,238.5,0.0
"WHJZ-BCPRF",21.93,263.16,16,"No","No","No",79.55,958.25,0.0
"WHLE-LMEDH",46.91,2345.5,0,"No","No","No",20.55,1067.65,0.0
"WHPL-CYJOZ",0.0,0.0,7,"No","No","No",35.9,35.9,0.0
"WHPY-RJMAO",7.32,7.32,0,"No","No","No",20.55,20.55,0.0
"WHRW-TKGLZ",48.73,1120.79,75,"No","No","No",75.3,1702.9,0.0
"WHVT-ROWGV",12.39,123.9,0,"No","No","No",20.9,247.0,0.0
"WHWB-NINYK",4.01,88.22,53,"No","Yes","Yes",83.3,1845.9,0.0
"WHZF-GTXGX",36.91,147.64,23,"No","Yes","Yes",79.15,317.25,0.0
"WIAJ-OVOFV",11.27,236.67,19,"Yes","Yes","Yes",80.9,1714.95,0.0
"WICK-TUJOK",37.57,2667.47,85,"Yes","Yes","Yes",89.9,6342.7,0.0
"WIDP-LEPKO",0.0,0.0,23,"Yes","Yes","No",50.05,2743.45,0.0
"WIEL-RKMNY",17.03,817.44,15,"No","Yes","Yes",69.55,3435.6,0.0
"WIFP-SJXQU",8.93,491.15,21,"Yes","Yes","Yes",98.8,5617.75,0.0
"WIOJ-DYVOY",41.72,1418.48,0,"No","No","No",20.1,682.1,0.0
"WIRI-LTDQJ",44.59,44.59,41,"No","No","No",70.6,70.6,0.0
"WISL-CMOER",2.38,138.04,0,"No","No","No",24.45,1513.6,0.0
"WITE-QRRCJ",49.13,3242.58,0,"No","No","No",25.1,1697.7,0.0
"WITG-BFGFS",26.67,320.04,0,"No","No","No",20.15,260.7,0.0
"WIVH-ARMEZ",22.37,22.37,0,"No","No","No",19.15,19.15,0.0
"WIWE-EUEOO",32.66,1339.06,0,"No","No","No",24.85,962.25,0.0
"WIZQ-FUCOK",28.63,2061.36,19,"Yes","Yes","Yes",88.7,6501.35,0.0
"WJBA-VTFEW",27.82,333.84,26,"No","Yes","Yes",53.65,696.35,0.0
"WJDH-ZPMKI",33.44,1337.6,0,"No","No","No",24.8,1024.7,0.0
"WJEV-IRVLW",24.9,1792.8,19,"Yes","Yes","Yes",84.7,5893.9,0.0
"WJKD-PEHMG",19.39,872.55,16,"No","No","No",50.9,2298.55,0.0
"WJLE-JYSID",32.31,96.93,27,"Yes","Yes","No",94.6,279.55,0.0
"WJMU-HIHGB",17.31,1246.32,17,"No","No","No",68.15,4808.7,0.0
"WJVN-PZWLZ",42.68,128.04,27,"Yes","No","No",65.25,209.9,0.0
"WJVY-CQFTW",27.41,1863.88,9,"No","No","No",70.9,4911.35,49.37
"WJXM-QJOLL",26.03,754.87,47,"No","No","No",80.15,2265.25,0.0
"WKAS-TJKCC",7.97,95.64,10,"No","No","No",56.65,654.85,0.0
"WKFV-PVQKY",2.96,5.92,15,"No","No","No",73.25,131.05,0.0
"WKIG-IUEUJ",28.87,1558.98,0,"No","No","No",24.75,1342.15,0.0
"WKIU-KZTPE",21.59,21.59,0,"No","No","No",20.15,20.15,0.0
"WKKF-TDOMQ",32.78,1507.88,0,"No","No","No",21.1,937.1,0.0
"WKMS-UXFDU",18.07,921.57,0,"No","No","No",24.75,1234.6,0.0
"WKNS-VCEGV",34.39,756.58,0,"No","No","No",20.05,417.0,0.0
"WKNW-LANTL",20.76,643.56,57,"No","No","No",89.3,2823.0,0.0
"WKQW-QPWUM",1.19,16.66,23,"No","No","No",80.45,1072.0,0.0
"WKVR-GJRFI",21.56,883.96,59,"Yes","Yes","Yes",114.5,4527.45,0.0
"WKYR-TJEEK",5.01,35.07,0,"No","No","No",20.65,158.95,0.0
"WLAY-RQYXM",37.76,2378.88,48,"Yes","Yes","Yes",97.45,6253.0,0.0
"WLCV-BBWSY",0.0,0.0,48,"Yes","Yes","Yes",58.5,539.85,0.0
"WLHM-ZFZRI",13.97,474.98,48,"No","Yes","Yes",88.85,3000.25,0.0
"WLHW-SHZBI",1.97,3.94,0,"No","No","No",19.75,39.3,0.0
"WLIM-ZCXCB",33.3,99.9,12,"Yes","No","No",89.85,248.4,0.0
"WLIW-QWNYI",12.96,129.6,29,"No","No","No",54.25,583.0,0.0
"WLMK-YPSVI",41.94,964.62,30,"Yes","Yes","Yes",99.95,2292.75,0.0
"WLPC-GWPMP",22.42,695.02,21,"No","No","No",90.55,2929.75,0.0
"WLPG-ZYIQE",13.21,105.68,0,"No","No","No",19.5,162.15,0.0
"WLPQ-GODVU",9.8,303.8,0,"No","No","No",21.0,697.7,0.0
"WLYD-ICNQL",19.68,1298.88,28,"Yes","No","No",92.15,6056.9,0.0
"WLZJ-URDSB",23.68,189.44,41,"No","Yes","Yes",65.5,564.35,0.0
"WMKC-OSCAO",7.61,502.26,10,"Yes","Yes","Yes",85.9,5595.3,0.0
"WMTX-ACMBV",0.0,0.0,8,"No","No","No",35.6,1072.6,0.0
"WMTX-PKEXL",27.65,27.65,2,"No","No","No",74.7,74.7,0.0
"WMZC-BMZMJ",19.05,190.5,0,"No","No","No",19.8,196.75,0.0
"WNAA-LVTHD",20.11,301.65,73,"No","No","Yes",65.6,1010.0,0.0
"WNAB-LBCAV",41.13,329.04,27,"No","Yes","Yes",66.7,579.0,0.0
"WNCJ-LAWPC",4.6,211.6,0,"No","No","No",24.95,1165.9,0.0
"WNDI-CURMA",36.88,700.72,27,"No","No","No",56.1,1033.9,0.0
"WNES-MSMWD",34.54,2106.94,58,"Yes","Yes","Yes",99.9,6241.35,0.0
"WNFN-NLFRD",34.36,1752.36,0,"No","No","No",24.6,1266.4,47.91
"WNFQ-HKEDR",30.48,853.44,13,"Yes","Yes","Yes",105.7,2979.5,0.0
"WNHU-OIHRH",0.0,0.0,52,"Yes","No","No",44.45,792.15,0.0
"WNKQ-ECRJD",38.07,266.49,28,"No","No","No",73.6,520.0,0.0
"WNNE-SUVRR",42.21,2110.5,14,"Yes","Yes","Yes",103.85,5017.9,0.0
"WNNQ-OVCUH",31.73,190.38,0,"No","No","No",25.4,153.3,0.0
"WNNW-DEOIF",14.05,871.1,25,"No","Yes","Yes",71.4,4487.3,0.0
"WNNZ-NSTXM",31.83,1591.5,47,"Yes","Yes","Yes",75.5,4025.6,0.0
"WNTF-PKCYZ",40.18,883.96,8,"Yes","Yes","Yes",96.7,2082.95,0.0
"WNWR-AMCOI",33.05,925.4,7,"No","No","No",59.0,1654.45,0.0
"WNXF-NZIXI",23.22,464.4,59,"Yes","Yes","Yes",98.55,2031.95,0.0
"WNYW-HBHLR",17.47,157.23,6,"Yes","No","No",94.85,890.6,0.0
"WNZC-IMPHX",32.29,1323.89,69,"Yes","Yes","Yes",78.45,3126.45,0.0
"WNZJ-KEJWL",47.45,806.65,5,"No","Yes","Yes",65.75,1111.2,0.0
"WOFG-SGXAU",41.3,123.9,2,"Yes","Yes","No",105.9,334.65,0.0
"WOKL-MDIDS",7.6,129.2,52,"Yes","Yes","Yes",75.4,1322.55,0.0
"WOMK-XHXBT",28.57,571.4,15,"Yes","No","No",96.55,1901.65,0.0
"WOPY-SPHVA",1.61,1.61,0,"No","No","No",19.75,19.75,0.0
"WORP-AWESQ",5.63,22.52,18,"Yes","Yes","Yes",98.1,396.3,0.0
"WORV-MPZLM",34.43,1652.64,2,"No","Yes","Yes",58.95,2789.7,0.0
"WOWJ-HXBAG",9.36,608.4,4,"Yes","Yes","Yes",109.15,6941.2,0.0
"WOWJ-YBNMZ",15.73,1116.83,17,"Yes","No","No",99.0,7061.65,0.0
